År,Måned,Dag,Tid,Volum totalt,Lufttemperatur,Relativ luftfuktighet,Lufttrykk
2019,4,14,20,104,6.3,74.0,1029.5
2019,4,14,21,71,5.0,70.0,1029.5
2019,4,14,22,57,4.1,66.0,1029.5
2019,4,14,23,34,3.7,72.0,1030.2
2019,4,15,0,27,3.1,71.0,1030.2
2019,4,15,1,22,3.0,72.0,1030.2
2019,4,15,2,18,2.6,73.0,1030.3
2019,4,15,3,27,2.1,70.0,1030.3
2019,4,15,4,100,2.3,62.0,1030.2
2019,4,15,5,237,2.0,64.0,1030.2
2019,4,15,6,296,3.3,60.0,1030.2
2019,4,15,7,299,5.2,55.0,1029.8
2019,4,15,8,282,6.7,52.0,1029.5
2019,4,15,9,336,7.4,44.0,1029.3
2019,4,15,10,298,8.4,36.0,1029.0
2019,4,15,11,323,9.5,32.0,1028.1
2019,4,15,12,367,10.4,34.0,1027.8
2019,4,15,13,408,9.5,42.0,1027.3
2019,4,15,14,314,10.0,40.0,1027.0
2019,4,15,15,248,9.9,44.0,1026.6
2019,4,15,16,233,9.4,46.0,1026.5
2019,4,15,17,177,9.0,46.0,1026.0
2019,4,15,18,178,8.5,50.0,1025.5
2019,4,15,19,170,7.5,56.0,1025.3
2019,4,15,20,104,6.9,62.0,1025.3
2019,4,15,21,77,5.6,67.0,1025.3
2019,4,15,22,41,4.6,68.0,1025.5
2019,4,15,23,26,4.4,66.0,1025.6
2019,4,16,0,18,4.2,64.0,1025.6
2019,4,16,1,14,3.5,68.0,1025.6
2019,4,16,2,29,2.8,75.0,1025.6
2019,4,16,3,22,2.5,74.0,1025.5
2019,4,16,4,102,2.5,70.0,1025.3
2019,4,16,5,193,3.0,65.0,1025.3
2019,4,16,6,268,4.2,64.0,1025.5
2019,4,16,7,271,6.7,54.0,1025.1
2019,4,16,8,271,8.9,47.0,1025.0
2019,4,16,9,302,9.5,43.0,1024.8
2019,4,16,10,290,11.1,33.0,1024.3
2019,4,16,11,326,12.6,30.0,1023.8
2019,4,16,12,315,12.8,26.0,1023.4
2019,4,16,13,381,12.8,32.0,1023.3
2019,4,16,14,315,12.4,33.0,1023.1
2019,4,16,15,242,11.7,36.0,1023.1
2019,4,16,16,208,11.1,37.0,1023.3
2019,4,16,17,209,10.7,38.0,1023.1
2019,4,16,18,159,11.3,32.0,1023.4
2019,4,16,19,139,10.6,35.0,1024.1
2019,4,16,20,178,9.8,36.0,1024.6
2019,4,16,21,190,9.5,34.0,1024.4
2019,4,16,22,83,9.1,36.0,1025.1
2019,4,16,23,41,8.4,39.0,1025.3
2019,4,17,0,26,8.2,42.0,1025.1
2019,4,17,1,31,7.4,46.0,1025.1
2019,4,17,2,18,5.8,65.0,1026.0
2019,4,17,3,22,4.2,94.0,1026.0
2019,4,17,4,74,3.9,95.0,1025.6
2019,4,17,5,164,4.6,92.0,1025.8
2019,4,17,6,171,5.4,92.0,1025.6
2019,4,17,7,208,5.8,85.0,1025.8
2019,4,17,8,228,7.8,70.0,1026.1
2019,4,17,9,287,9.9,38.0,1026.1
2019,4,17,10,330,10.7,35.0,1026.0
2019,4,17,11,267,11.8,32.0,1026.1
2019,4,17,12,261,12.7,31.0,1025.8
2019,4,17,13,252,12.9,30.0,1026.1
2019,4,17,14,223,13.3,29.0,1026.1
2019,4,17,15,210,13.6,29.0,1026.0
2019,4,17,16,202,13.5,28.0,1026.1
2019,4,17,17,194,13.3,28.0,1026.0
2019,4,17,18,143,13.1,29.0,1026.3
2019,4,17,19,139,12.4,29.0,1026.6
2019,4,17,20,76,11.5,31.0,1027.1
2019,4,17,21,74,11.6,31.0,1027.5
2019,4,17,22,57,11.5,31.0,1028.0
2019,4,17,23,27,11.2,32.0,1028.5
2019,4,18,0,32,9.6,37.0,1028.5
2019,4,18,1,31,8.7,45.0,1028.7
2019,4,18,2,18,7.4,51.0,1028.7
2019,4,18,3,17,7.0,51.0,1028.7
2019,4,18,4,17,6.8,49.0,1028.8
2019,4,18,5,33,6.8,50.0,1029.3
2019,4,18,6,39,6.8,52.0,1029.7
2019,4,18,7,64,11.2,29.0,1030.0
2019,4,18,8,84,12.5,38.0,1030.3
2019,4,18,9,148,13.3,25.0,1030.7
2019,4,18,10,173,13.7,26.0,1030.7
2019,4,18,11,183,14.4,27.0,1030.8
2019,4,18,12,197,14.8,27.0,1030.7
2019,4,18,13,208,15.3,27.0,1030.2
2019,4,18,14,196,16.0,29.0,1030.0
2019,4,18,15,186,16.1,29.0,1030.3
2019,4,18,16,172,16.1,29.0,1029.7
2019,4,18,17,191,15.8,31.0,1029.8
2019,4,18,18,154,14.2,39.0,1030.5
2019,4,18,19,125,13.1,43.0,1030.8
2019,4,18,20,86,11.5,46.0,1031.3
2019,4,18,21,65,10.9,49.0,1031.5
2019,4,18,22,47,9.7,52.0,1031.7
2019,4,18,23,31,9.0,54.0,1031.7
2019,4,19,0,38,9.0,59.0,1031.5
2019,4,19,1,24,9.4,53.0,1031.2
2019,4,19,2,26,8.5,55.0,1031.0
2019,4,19,3,13,8.3,57.0,1030.8
2019,4,19,4,17,8.3,64.0,1031.0
2019,4,19,5,36,7.8,65.0,1031.2
2019,4,19,6,37,8.4,62.0,1031.3
2019,4,19,7,60,11.5,53.0,1031.5
2019,4,19,8,92,13.3,47.0,1031.5
2019,4,19,9,130,15.2,38.0,1031.5
2019,4,19,10,151,16.0,33.0,1031.5
2019,4,19,11,177,16.0,33.0,1031.0
2019,4,19,12,216,16.6,30.0,1030.8
2019,4,19,13,214,17.2,30.0,1030.2
2019,4,19,14,223,16.6,31.0,1029.8
2019,4,19,15,207,16.3,32.0,1029.5
2019,4,19,16,201,16.1,32.0,1029.3
2019,4,19,17,174,15.6,30.0,1029.5
2019,4,19,18,162,14.6,31.0,1029.5
2019,4,19,19,129,13.5,35.0,1029.8
2019,4,19,20,126,12.8,38.0,1029.7
2019,4,19,21,63,12.2,39.0,1029.7
2019,4,19,22,52,11.0,43.0,1029.7
2019,4,19,23,52,10.8,43.0,1029.3
2019,4,20,0,41,10.9,43.0,1028.8
2019,4,20,1,41,10.9,42.0,1028.7
2019,4,20,2,24,10.8,41.0,1028.5
2019,4,20,3,20,11.0,40.0,1028.1
2019,4,20,4,24,11.5,38.0,1027.3
2019,4,20,5,30,11.5,39.0,1027.5
2019,4,20,6,44,12.1,37.0,1027.3
2019,4,20,7,87,13.1,36.0,1027.0
2019,4,20,8,168,13.7,34.0,1026.6
2019,4,20,9,200,14.0,33.0,1026.3
2019,4,20,10,172,14.0,36.0,1026.6
2019,4,20,11,177,14.3,36.0,1026.3
2019,4,20,12,186,14.9,34.0,1026.0
2019,4,20,13,202,15.2,33.0,1025.8
2019,4,20,14,166,15.1,33.0,1024.8
2019,4,20,15,181,15.5,33.0,1024.8
2019,4,20,16,176,14.6,34.0,1024.8
2019,4,20,17,173,13.3,38.0,1024.1
2019,4,20,18,162,13.3,38.0,1023.8
2019,4,20,19,117,12.6,40.0,1023.6
2019,4,20,20,91,12.4,40.0,1023.1
2019,4,20,21,78,12.4,40.0,1022.8
2019,4,20,22,80,11.8,42.0,1022.1
2019,4,20,23,54,11.5,44.0,1021.2
2019,4,21,0,43,11.5,45.0,1020.7
2019,4,21,1,54,10.9,49.0,1020.1
2019,4,21,2,24,10.2,51.0,1019.2
2019,4,21,3,18,10.2,54.0,1018.7
2019,4,21,4,22,9.3,63.0,1017.7
2019,4,21,5,24,8.4,76.0,1017.0
2019,4,21,6,37,11.3,52.0,1016.2
2019,4,21,7,83,12.1,46.0,1016.2
2019,4,21,8,126,12.4,48.0,1015.7
2019,4,21,9,117,13.2,42.0,1015.2
2019,4,21,10,158,14.0,40.0,1014.3
2019,4,21,11,222,15.4,35.0,1013.5
2019,4,21,12,226,15.5,35.0,1012.8
2019,4,21,13,194,16.0,33.0,1012.5
2019,4,21,14,218,16.1,33.0,1012.0
2019,4,21,15,204,16.4,33.0,1011.3
2019,4,21,16,204,15.3,40.0,1011.0
2019,4,21,17,214,14.8,42.0,1011.0
2019,4,21,18,203,13.7,49.0,1010.8
2019,4,21,19,150,13.7,49.0,1010.8
2019,4,21,20,125,13.8,48.0,1010.8
2019,4,21,21,83,13.7,48.0,1010.6
2019,4,21,22,64,13.8,46.0,1011.0
2019,4,21,23,33,13.8,44.0,1011.0
2019,4,22,0,26,13.5,44.0,1011.1
2019,4,22,1,38,13.3,45.0,1011.3
2019,4,22,2,15,12.6,47.0,1011.1
2019,4,22,3,12,12.3,47.0,1011.0
2019,4,22,4,20,11.8,50.0,1011.0
2019,4,22,5,25,11.5,51.0,1011.3
2019,4,22,6,41,11.9,49.0,1011.3
2019,4,22,7,82,13.2,45.0,1011.3
2019,4,22,8,126,14.4,42.0,1011.3
2019,4,22,9,168,15.6,39.0,1011.1
2019,4,22,10,239,16.1,37.0,1011.1
2019,4,22,11,248,16.8,33.0,1011.0
2019,4,22,12,275,17.7,25.0,1010.6
2019,4,22,13,275,18.6,22.0,1010.5
2019,4,22,14,270,18.4,26.0,1010.3
2019,4,22,15,285,17.4,32.0,1010.3
2019,4,22,16,295,17.2,34.0,1010.6
2019,4,22,17,323,16.6,36.0,1010.6
2019,4,22,18,231,17.1,34.0,1010.8
2019,4,22,19,181,15.4,38.0,1011.3
2019,4,22,20,210,13.6,45.0,1011.5
2019,4,22,21,74,12.3,49.0,1011.3
2019,4,22,22,35,11.5,52.0,1011.1
2019,4,22,23,18,11.1,54.0,1010.8
2019,4,23,0,26,10.1,60.0,1010.8
2019,4,23,1,12,11.0,56.0,1011.1
2019,4,23,2,11,9.2,56.0,1011.1
2019,4,23,3,45,10.3,52.0,1010.8
2019,4,23,4,142,8.7,63.0,1010.8
2019,4,23,5,363,8.8,54.0,1011.0
2019,4,23,6,576,11.8,46.0,1011.0
2019,4,23,7,444,13.7,42.0,1010.8
2019,4,23,8,359,14.2,37.0,1011.0
2019,4,23,9,387,16.9,31.0,1010.5
2019,4,23,10,372,17.8,25.0,1010.5
2019,4,23,11,393,18.6,25.0,1009.8
2019,4,23,12,497,19.4,23.0,1010.0
2019,4,23,13,588,19.2,23.0,1009.6
2019,4,23,14,707,19.6,25.0,1009.3
2019,4,23,15,339,18.7,26.0,1008.4
2019,4,23,16,371,18.7,28.0,1008.6
2019,4,23,17,272,18.1,30.0,1008.6
2019,4,23,18,248,17.6,31.0,1009.0
2019,4,23,19,228,16.7,32.0,1009.1
2019,4,23,20,276,15.9,31.0,1009.3
2019,4,23,21,174,15.2,28.0,1009.6
2019,4,23,22,48,15.1,26.0,1009.5
2019,4,23,23,16,15.2,28.0,1009.5
2019,4,24,0,10,13.9,33.0,1009.3
2019,4,24,1,11,15.0,33.0,1009.0
2019,4,24,2,12,14.7,32.0,1008.6
2019,4,24,3,34,14.7,30.0,1007.6
2019,4,24,4,151,14.7,28.0,1007.6
2019,4,24,5,358,14.4,27.0,1007.6
2019,4,24,6,538,14.8,27.0,1006.9
2019,4,24,7,422,15.7,27.0,1005.9
2019,4,24,8,406,16.8,27.0,1005.2
2019,4,24,9,401,17.2,27.0,1004.7
2019,4,24,10,426,18.2,26.0,1004.7
2019,4,24,11,430,17.4,26.0,1004.4
2019,4,24,12,443,17.6,27.0,1004.4
2019,4,24,13,570,17.7,26.0,1003.4
2019,4,24,14,546,17.5,25.0,1003.1
2019,4,24,15,389,17.0,26.0,1003.1
2019,4,24,16,326,17.4,26.0,1002.4
2019,4,24,17,298,17.9,25.0,1002.0
2019,4,24,18,249,17.8,26.0,1001.9
2019,4,24,19,231,17.5,27.0,1001.9
2019,4,24,20,137,17.2,30.0,1002.2
2019,4,24,21,85,16.5,35.0,1002.4
2019,4,24,22,47,12.6,61.0,1002.6
2019,4,24,23,27,13.2,55.0,1001.2
2019,4,25,0,16,14.1,49.0,1001.5
2019,4,25,1,19,14.4,50.0,1001.4
2019,4,25,2,21,15.0,49.0,1001.0
2019,4,25,3,28,15.8,47.0,1000.5
2019,4,25,4,171,15.7,49.0,999.9
2019,4,25,5,367,16.7,46.0,999.7
2019,4,25,6,601,17.2,42.0,999.4
2019,4,25,7,434,17.6,41.0,999.9
2019,4,25,8,369,18.0,40.0,999.7
2019,4,25,9,401,18.0,39.0,1000.5
2019,4,25,10,378,18.5,38.0,1000.7
2019,4,25,11,377,19.6,37.0,1001.2
2019,4,25,12,466,18.8,39.0,1001.2
2019,4,25,13,624,18.8,40.0,1002.0
2019,4,25,14,520,18.9,40.0,1002.6
2019,4,25,15,380,17.9,44.0,1003.6
2019,4,25,16,336,11.7,97.0,1004.7
2019,4,25,17,303,11.8,,1004.7
2019,4,25,18,263,11.2,,1004.4
2019,4,25,19,219,12.3,98.0,1004.9
2019,4,25,20,146,12.2,97.0,1005.4
2019,4,25,21,97,12.3,98.0,1005.2
2019,4,25,22,58,11.9,98.0,1005.2
2019,4,25,23,28,11.5,99.0,1004.9
2019,4,26,0,24,11.7,92.0,1005.1
2019,4,26,1,22,12.6,73.0,1004.6
2019,4,26,2,29,13.4,65.0,1004.1
2019,4,26,3,43,15.0,55.0,1004.1
2019,4,26,4,147,13.9,58.0,1003.7
2019,4,26,5,382,14.6,53.0,1003.6
2019,4,26,6,536,13.6,60.0,1003.6
2019,4,26,7,410,13.9,60.0,1003.6
2019,4,26,8,395,14.8,57.0,1004.1
2019,4,26,9,442,14.0,68.0,1004.7
2019,4,26,10,426,13.7,69.0,1005.4
2019,4,26,11,476,13.7,73.0,1005.2
2019,4,26,12,629,13.9,74.0,1004.7
2019,4,26,13,740,14.4,72.0,1004.2
2019,4,26,14,524,15.4,63.0,1003.9
2019,4,26,15,371,14.4,73.0,1003.9
2019,4,26,16,327,14.2,75.0,1003.9
2019,4,26,17,275,13.8,77.0,1003.7
2019,4,26,18,216,11.6,91.0,1004.1
2019,4,26,19,212,10.2,98.0,1004.7
2019,4,26,20,128,10.3,100.0,1004.7
2019,4,26,21,102,10.1,,1004.2
2019,4,26,22,60,10.2,,1003.4
2019,4,26,23,44,10.0,,1002.9
2019,4,27,0,39,10.1,,1002.6
2019,4,27,1,46,9.9,,1001.7
2019,4,27,2,22,10.2,,1001.7
2019,4,27,3,20,9.9,,1001.5
2019,4,27,4,47,9.6,,1001.0
2019,4,27,5,67,9.4,,1001.2
2019,4,27,6,99,9.4,,1001.2
2019,4,27,7,141,9.8,,1001.0
2019,4,27,8,152,10.4,,1001.2
2019,4,27,9,235,11.0,100.0,1001.5
2019,4,27,10,210,10.8,100.0,1001.9
2019,4,27,11,288,10.6,,1001.7
2019,4,27,12,291,10.9,98.0,1001.9
2019,4,27,13,266,10.7,,1002.6
2019,4,27,14,278,9.8,,1002.9
2019,4,27,15,249,9.8,,1003.1
2019,4,27,16,277,9.7,,1003.6
2019,4,27,17,254,9.5,,1004.1
2019,4,27,18,151,9.6,,1004.6
2019,4,27,19,145,9.6,,1004.9
2019,4,27,20,118,9.6,,1005.4
2019,4,27,21,128,9.6,,1005.9
2019,4,27,22,96,9.6,,1006.4
2019,4,27,23,70,9.7,,1006.9
2019,4,28,0,50,9.4,,1007.4
2019,4,28,1,64,9.4,,1007.8
2019,4,28,2,33,9.4,,1008.3
2019,4,28,3,22,9.0,,1009.0
2019,4,28,4,21,8.8,,1009.3
2019,4,28,5,31,8.9,,1009.8
2019,4,28,6,49,8.9,,1010.3
2019,4,28,7,101,9.0,,1011.0
2019,4,28,8,159,9.6,,1011.1
2019,4,28,9,186,10.4,,1011.3
2019,4,28,10,322,10.7,,1012.0
2019,4,28,11,346,13.3,97.0,1012.5
2019,4,28,12,386,13.7,95.0,1012.7
2019,4,28,13,299,13.9,94.0,1013.3
2019,4,28,14,420,13.8,94.0,1013.3
2019,4,28,15,374,14.0,95.0,1013.7
2019,4,28,16,333,13.7,94.0,1014.0
2019,4,28,17,312,13.7,91.0,1014.5
2019,4,28,18,263,14.6,89.0,1015.0
2019,4,28,19,197,13.7,92.0,1015.9
2019,4,28,20,147,12.6,96.0,1016.7
2019,4,28,21,83,11.5,,1017.4
2019,4,28,22,39,10.5,,1017.9
2019,4,28,23,16,10.3,,1017.9
2019,4,29,0,20,9.7,,1018.2
2019,4,29,1,14,9.2,,1018.6
2019,4,29,2,15,9.2,,1018.7
2019,4,29,3,29,9.0,,1018.9
2019,4,29,4,161,8.5,,1018.9
2019,4,29,5,376,8.6,,1019.2
2019,4,29,6,609,10.6,,1019.4
2019,4,29,7,432,12.8,87.0,1019.7
2019,4,29,8,380,15.3,64.0,1019.9
2019,4,29,9,395,16.1,58.0,1019.9
2019,4,29,10,437,17.2,54.0,1019.9
2019,4,29,11,416,17.6,57.0,1019.4
2019,4,29,12,460,18.0,53.0,1019.6
2019,4,29,13,600,18.9,50.0,1019.1
2019,4,29,14,610,18.8,48.0,1019.2
2019,4,29,15,430,18.9,44.0,1018.7
2019,4,29,16,343,18.8,44.0,1018.7
2019,4,29,17,291,18.8,43.0,1018.7
2019,4,29,18,262,18.1,46.0,1018.6
2019,4,29,19,221,16.0,55.0,1018.7
2019,4,29,20,157,14.3,67.0,1018.7
2019,4,29,21,72,12.6,83.0,1018.6
2019,4,29,22,60,11.7,93.0,1018.6
2019,4,29,23,30,10.9,96.0,1018.6
2019,4,30,0,18,10.2,100.0,1018.0
2019,4,30,1,14,9.8,,1017.5
2019,4,30,2,14,9.4,,1017.0
2019,4,30,3,32,8.8,,1016.7
2019,4,30,4,165,8.7,,1016.5
2019,4,30,5,406,9.4,,1016.2
2019,4,30,6,591,8.8,,1016.0
2019,4,30,7,423,9.1,,1015.7
2019,4,30,8,402,9.2,,1015.4
2019,4,30,9,412,9.4,,1015.2
2019,4,30,10,444,11.2,95.0,1014.8
2019,4,30,11,474,11.7,91.0,1014.5
2019,4,30,12,505,12.2,87.0,1013.8
2019,4,30,13,577,12.7,85.0,1013.3
2019,4,30,14,569,13.1,84.0,1013.2
2019,4,30,15,436,12.3,87.0,1012.7
2019,4,30,16,354,11.8,90.0,1012.5
2019,4,30,17,303,11.6,90.0,1012.0
2019,4,30,18,262,11.2,91.0,1011.6
2019,4,30,19,230,10.6,94.0,1011.3
2019,4,30,20,139,9.4,98.0,1011.5
2019,4,30,21,126,8.7,,1011.3
2019,4,30,22,75,8.5,,1010.8
2019,4,30,23,59,8.3,,1010.5
2019,5,1,0,58,8.3,,1010.0
2019,5,1,1,48,8.3,,1009.3
2019,5,1,2,30,7.9,100.0,1008.8
2019,5,1,3,19,7.9,100.0,1008.3
2019,5,1,4,28,7.9,98.0,1007.8
2019,5,1,5,28,7.9,98.0,1007.4
2019,5,1,6,46,8.3,98.0,1007.3
2019,5,1,7,92,8.0,,1006.8
2019,5,1,8,151,7.9,98.0,1006.4
2019,5,1,9,185,8.0,99.0,1006.3
2019,5,1,10,254,8.3,95.0,1005.8
2019,5,1,11,292,8.7,94.0,1005.2
2019,5,1,12,280,8.9,92.0,1004.7
2019,5,1,13,325,9.1,89.0,1003.9
2019,5,1,14,311,9.3,89.0,1003.4
2019,5,1,15,333,8.4,99.0,1002.9
2019,5,1,16,275,8.3,,1002.6
2019,5,1,17,267,8.1,100.0,1001.7
2019,5,1,18,240,7.5,100.0,1001.2
2019,5,1,19,141,7.1,,1000.4
2019,5,1,20,102,6.5,,999.5
2019,5,1,21,95,6.5,,998.7
2019,5,1,22,36,6.7,,997.5
2019,5,1,23,23,6.6,,996.7
2019,5,2,0,13,6.6,96.0,996.0
2019,5,2,1,9,6.2,92.0,995.5
2019,5,2,2,17,5.6,87.0,995.1
2019,5,2,3,24,5.3,84.0,995.0
2019,5,2,4,139,5.0,80.0,994.6
2019,5,2,5,394,4.7,79.0,994.8
2019,5,2,6,631,4.8,75.0,995.1
2019,5,2,7,466,5.4,64.0,995.0
2019,5,2,8,350,5.6,61.0,994.8
2019,5,2,9,414,5.7,57.0,995.3
2019,5,2,10,430,6.5,53.0,995.3
2019,5,2,11,452,6.3,57.0,995.6
2019,5,2,12,456,6.9,57.0,995.6
2019,5,2,13,543,6.5,52.0,996.2
2019,5,2,14,560,6.5,55.0,996.5
2019,5,2,15,371,6.7,55.0,996.8
2019,5,2,16,324,6.5,55.0,997.5
2019,5,2,17,302,6.0,56.0,997.5
2019,5,2,18,256,5.4,63.0,998.3
2019,5,2,19,198,4.9,65.0,999.0
2019,5,2,20,138,3.2,76.0,999.5
2019,5,2,21,89,2.9,84.0,999.7
2019,5,2,22,34,2.8,85.0,999.7
2019,5,2,23,29,3.0,77.0,999.4
2019,5,3,0,26,1.7,,999.2
2019,5,3,1,13,1.0,100.0,998.8
2019,5,3,2,14,1.3,100.0,998.2
2019,5,3,3,24,0.6,,997.8
2019,5,3,4,152,0.5,,997.0
2019,5,3,5,376,0.2,,997.0
2019,5,3,6,576,0.2,,996.7
2019,5,3,7,392,1.8,,996.2
2019,5,3,8,353,2.1,81.0,996.0
2019,5,3,9,376,3.1,62.0,995.8
2019,5,3,10,442,3.8,61.0,995.8
2019,5,3,11,440,4.7,56.0,995.8
2019,5,3,12,493,5.7,52.0,995.8
2019,5,3,13,592,6.4,49.0,995.6
2019,5,3,14,458,6.5,49.0,995.5
2019,5,3,15,377,7.0,53.0,995.6
2019,5,3,16,313,6.5,58.0,995.8
2019,5,3,17,241,5.0,55.0,996.8
2019,5,3,18,228,5.9,54.0,997.2
2019,5,3,19,195,5.4,56.0,997.8
2019,5,3,20,125,5.2,41.0,998.5
2019,5,3,21,96,4.7,46.0,999.5
2019,5,3,22,64,4.4,48.0,1000.4
2019,5,3,23,47,4.1,48.0,1001.0
2019,5,4,0,37,3.8,49.0,1001.7
2019,5,4,1,40,3.4,57.0,1002.4
2019,5,4,2,19,3.0,62.0,1002.9
2019,5,4,3,13,3.0,61.0,1003.1
2019,5,4,4,34,3.5,61.0,1003.4
2019,5,4,5,46,3.6,69.0,1003.7
2019,5,4,6,75,4.0,75.0,1003.9
2019,5,4,7,119,4.6,75.0,1004.2
2019,5,4,8,174,5.4,77.0,1004.2
2019,5,4,9,272,6.4,65.0,1004.1
2019,5,4,10,307,6.9,57.0,1004.1
2019,5,4,11,298,7.4,54.0,1004.6
2019,5,4,12,373,8.1,50.0,1004.9
2019,5,4,13,295,8.0,47.0,1004.9
2019,5,4,14,324,7.6,55.0,1005.9
2019,5,4,15,325,7.2,58.0,1005.9
2019,5,4,16,238,7.0,59.0,1006.8
2019,5,4,17,224,7.1,54.0,1007.1
2019,5,4,18,222,6.2,62.0,1007.8
2019,5,4,19,157,5.8,63.0,1008.3
2019,5,4,20,111,5.3,64.0,1008.6
2019,5,4,21,106,5.1,61.0,1008.6
2019,5,4,22,95,4.9,63.0,1008.8
2019,5,4,23,48,4.8,67.0,1008.6
2019,5,5,0,48,4.9,64.0,1008.3
2019,5,5,1,42,5.0,65.0,1007.9
2019,5,5,2,36,4.8,65.0,1007.6
2019,5,5,3,22,4.0,75.0,1007.3
2019,5,5,4,20,4.0,73.0,1006.4
2019,5,5,5,32,3.8,81.0,1005.9
2019,5,5,6,54,2.6,98.0,1005.4
2019,5,5,7,107,3.3,,1004.6
2019,5,5,8,174,3.6,,1003.9
2019,5,5,9,249,4.2,100.0,1003.4
2019,5,5,10,331,5.1,99.0,1003.1
2019,5,5,11,370,4.4,93.0,1003.1
2019,5,5,12,447,5.6,86.0,1002.9
2019,5,5,13,353,6.2,75.0,1002.7
2019,5,5,14,409,5.6,69.0,1002.7
2019,5,5,15,432,6.7,62.0,1002.4
2019,5,5,16,299,6.0,74.0,1002.2
2019,5,5,17,306,6.1,60.0,1002.0
2019,5,5,18,359,4.9,78.0,1002.0
2019,5,5,19,194,4.9,74.0,1001.9
2019,5,5,20,118,3.7,94.0,1001.5
2019,5,5,21,79,3.3,91.0,1001.5
2019,5,5,22,49,3.0,89.0,1001.0
2019,5,5,23,14,2.6,87.0,1001.0
2019,5,6,0,12,2.6,92.0,1001.2
2019,5,6,1,15,2.7,90.0,1001.2
2019,5,6,2,12,2.8,90.0,1001.4
2019,5,6,3,31,2.9,82.0,1001.4
2019,5,6,4,173,2.7,79.0,1001.7
2019,5,6,5,423,3.1,75.0,1001.9
2019,5,6,6,617,4.1,69.0,1002.0
2019,5,6,7,457,4.8,58.0,1002.2
2019,5,6,8,174,5.5,52.0,1002.6
2019,5,6,11,457,7.7,37.0,1002.7
2019,5,6,12,462,7.9,43.0,1002.9
2019,5,6,13,563,8.4,43.0,1002.9
2019,5,6,14,486,8.0,49.0,1003.1
2019,5,6,15,385,5.5,59.0,1003.7
2019,5,6,16,344,6.5,62.0,1003.4
2019,5,6,17,273,3.5,83.0,1003.7
2019,5,6,18,242,3.8,88.0,1003.9
2019,5,6,19,222,4.4,78.0,1003.7
2019,5,6,20,149,4.3,81.0,1004.2
2019,5,6,21,176,3.3,93.0,1004.4
2019,5,6,22,50,3.7,79.0,1004.4
2019,5,6,23,13,4.2,64.0,1004.2
2019,5,7,0,18,3.7,64.0,1004.4
2019,5,7,1,14,3.0,69.0,1004.4
2019,5,7,2,14,3.2,69.0,1004.4
2019,5,7,3,33,3.1,72.0,1004.2
2019,5,7,4,168,2.8,73.0,1004.1
2019,5,7,5,365,3.2,72.0,1004.1
2019,5,7,6,577,3.7,72.0,1004.1
2019,5,7,7,416,4.2,68.0,1004.1
2019,5,7,8,375,5.4,60.0,1003.9
2019,5,7,9,399,5.8,55.0,1003.6
2019,5,7,10,414,6.1,58.0,1003.2
2019,5,7,11,416,6.3,56.0,1003.1
2019,5,7,12,471,7.0,57.0,1002.9
2019,5,7,13,531,7.2,49.0,1002.9
2019,5,7,14,533,7.5,56.0,1002.9
2019,5,7,15,365,6.0,49.0,1003.1
2019,5,7,16,349,5.9,52.0,1003.1
2019,5,7,17,306,5.6,57.0,1002.9
2019,5,7,18,241,5.6,57.0,1002.9
2019,5,7,19,204,4.9,64.0,1002.9
2019,5,7,20,111,4.5,68.0,1003.1
2019,5,7,21,85,3.9,70.0,1002.9
2019,5,7,22,32,3.0,77.0,1002.7
2019,5,7,23,30,2.2,86.0,1002.6
2019,5,8,0,20,1.8,88.0,1002.4
2019,5,8,1,7,1.4,92.0,1002.2
2019,5,8,2,17,1.1,94.0,1001.9
2019,5,8,3,27,1.3,90.0,1001.5
2019,5,8,4,158,1.2,92.0,1001.2
2019,5,8,5,383,2.1,89.0,1001.0
2019,5,8,6,555,3.0,84.0,1000.7
2019,5,8,7,396,3.6,75.0,1000.7
2019,5,8,8,412,5.0,66.0,1000.5
2019,5,8,9,334,2.1,98.0,1001.0
2019,5,8,10,395,2.9,,1000.7
2019,5,8,11,446,5.7,70.0,1000.4
2019,5,8,12,467,4.5,85.0,1000.4
2019,5,8,13,501,5.3,67.0,999.9
2019,5,8,14,472,6.3,58.0,999.5
2019,5,8,15,363,7.0,56.0,999.4
2019,5,8,16,301,6.4,56.0,999.0
2019,5,8,17,294,7.1,55.0,998.3
2019,5,8,18,232,6.9,59.0,998.7
2019,5,8,19,221,6.1,64.0,998.7
2019,5,8,20,158,5.5,69.0,998.7
2019,5,8,21,98,4.9,73.0,998.5
2019,5,8,22,39,4.6,76.0,998.2
2019,5,8,23,37,4.4,82.0,997.7
2019,5,9,0,25,4.1,84.0,997.2
2019,5,9,1,25,3.8,87.0,996.8
2019,5,9,2,30,3.5,87.0,996.3
2019,5,9,3,28,3.5,87.0,995.8
2019,5,9,4,169,4.5,83.0,995.3
2019,5,9,5,370,5.5,75.0,995.0
2019,5,9,6,603,6.7,71.0,994.5
2019,5,9,7,403,7.8,48.0,994.1
2019,5,9,8,390,8.4,42.0,994.0
2019,5,9,9,373,8.8,47.0,993.5
2019,5,9,10,422,8.7,55.0,993.3
2019,5,9,11,401,7.3,74.0,993.0
2019,5,9,12,448,7.4,73.0,992.8
2019,5,9,13,525,6.7,83.0,992.6
2019,5,9,14,572,7.5,87.0,992.1
2019,5,9,15,386,7.2,87.0,992.1
